f,a1,a2,t1,t2
4.484,0.011,0.0065,0.5067,0.1587
4.485,0.011,0.0065,0.5067,0.1587
4.486,0.011,0.0065,0.5067,0.1587
4.487,0.011,0.0065,0.5067,0.1585
4.488,0.011,0.0065,0.5067,0.1585
4.489,0.011,0.0065,0.5067,0.1585
4.49,0.011,0.0065,0.5067,0.1611
4.491,0.011,0.0065,0.5067,0.161
4.492,0.011,0.0065,0.5067,0.161
4.493,0.011,0.0065,0.5061,0.161
4.494,0.011,0.0065,0.5061,0.161
4.495,0.011,0.0065,0.5061,0.161
4.496,0.011,0.0065,0.5061,0.1608
4.497,0.011,0.0065,0.5061,0.1608
4.498,0.0109,0.0065,0.5061,0.1608
4.499,0.0109,0.0065,0.5061,0.1608
4.5,0.0109,0.0065,0.5061,0.1607
4.501,0.0109,0.0065,0.5061,0.1581
4.502,0.0109,0.0065,0.5061,0.1581
4.503,0.0109,0.0065,0.5061,0.1581
4.504,0.0109,0.0065,0.5061,0.1581
4.505,0.0109,0.0065,0.5061,0.1579
4.506,0.0109,0.0065,0.5061,0.1579
4.507,0.0109,0.0065,0.5056,0.1579
4.508,0.0109,0.0065,0.5056,0.1579
4.509,0.0109,0.0065,0.5056,0.1577
4.51,0.0109,0.0065,0.5056,0.1577
4.511,0.0109,0.0065,0.5056,0.1577
4.512,0.011,0.0065,0.5056,0.1577
4.513,0.011,0.0065,0.4789,0.1577
4.514,0.011,0.0065,0.4789,0.1576
4.515,0.011,0.0065,0.4795,0.1576
4.516,0.011,0.0065,0.4795,0.1576
4.517,0.011,0.0065,0.4795,0.1576
4.518,0.011,0.0065,0.4795,0.1576
4.519,0.011,0.0065,0.4585,0.1574
4.52,0.011,0.0065,0.4832,0.1574
4.521,0.011,0.0064,0.4832,0.1574
4.522,0.011,0.0064,0.4832,0.1574
4.523,0.011,0.0064,0.4832,0.1573
4.524,0.011,0.0064,0.4832,0.1573
4.525,0.011,0.0064,0.4832,0.1573
4.526,0.011,0.0065,0.4832,0.1573
4.527,0.011,0.0064,0.4832,0.1573
4.528,0.011,0.0064,0.4832,0.1571
4.529,0.0111,0.0064,0.4832,0.1571
4.53,0.0111,0.0064,0.4832,0.1571
4.531,0.0111,0.0064,0.4832,0.1571
4.532,0.0111,0.0064,0.4832,0.1569
4.533,0.0111,0.0065,0.484,0.1569
4.534,0.0111,0.0065,0.483,0.1569
4.535,0.0111,0.0065,0.4825,0.1569
4.536,0.0111,0.0064,0.4832,0.1569
4.537,0.0111,0.0064,0.4832,0.1568
4.538,0.0111,0.0064,0.4832,0.1568
4.539,0.0111,0.0064,0.4832,0.1568
4.54,0.0112,0.0065,0.4832,0.1568
4.541,0.0112,0.0065,0.4832,0.1568
4.542,0.0112,0.0065,0.4832,0.1592
4.543,0.0112,0.0065,0.4826,0.1592
4.544,0.0112,0.0064,0.4826,0.1592
4.545,0.0112,0.0064,0.4826,0.1592
4.546,0.0112,0.0064,0.4826,0.159
4.547,0.0112,0.0064,0.4826,0.159
4.548,0.0112,0.0065,0.4826,0.159
4.549,0.0112,0.0065,0.4826,0.159
4.55,0.0112,0.0065,0.4826,0.159
4.551,0.0112,0.0065,0.4826,0.1589
4.552,0.0113,0.0064,0.4826,0.1589
4.553,0.0113,0.0064,0.4826,0.1589
4.554,0.0113,0.0064,0.4821,0.1589
4.555,0.0113,0.0064,0.4821,0.1589
4.556,0.0113,0.0065,0.4821,0.1587
4.557,0.0113,0.0065,0.4821,0.1587
4.558,0.0113,0.0065,0.4821,0.1587
4.559,0.0113,0.0065,0.4821,0.1587
4.56,0.0113,0.0064,0.4821,0.1585
4.561,0.0113,0.0064,0.4821,0.1585
4.562,0.0113,0.0064,0.4821,0.1585
4.563,0.0113,0.0064,0.4816,0.1585
4.564,0.0113,0.0065,0.4816,0.156
4.565,0.0113,0.0065,0.4816,0.1568
4.566,0.0114,0.0065,0.4816,0.1568
4.567,0.0114,0.0065,0.4816,0.1568
4.568,0.0114,0.0064,0.4816,0.1568
4.569,0.0114,0.0064,0.4816,0.1567
4.57,0.0114,0.0064,0.4816,0.1592
4.571,0.0114,0.0064,0.4816,0.1592
4.572,0.0114,0.0065,0.4816,0.1592
4.573,0.0114,0.0065,0.4811,0.1592
4.574,0.0114,0.0065,0.4811,0.159
4.575,0.0114,0.0064,0.4811,0.159
4.576,0.0114,0.0064,0.4811,0.159
4.577,0.0114,0.0064,0.4811,0.159
4.578,0.0114,0.0064,0.4811,0.1589
4.579,0.0114,0.0064,0.4811,0.1589
4.58,0.0114,0.0064,0.4811,0.1589
4.581,0.0114,0.0064,0.4811,0.1589
4.582,0.0114,0.0064,0.4805,0.1589
4.583,0.0114,0.0064,0.4805,0.1587
4.584,0.0114,0.0064,0.4805,0.1587
4.585,0.0114,0.0064,0.4805,0.1587
4.586,0.0114,0.0064,0.4805,0.1587
4.587,0.0114,0.0064,0.4805,0.1587
4.588,0.0114,0.0064,0.4805,0.1585
4.589,0.0114,0.0064,0.4805,0.1585
4.59,0.0114,0.0064,0.4805,0.1585
4.591,0.0115,0.0064,0.4805,0.1585
4.592,0.0115,0.0064,0.48,0.1584
4.593,0.0115,0.0064,0.48,0.1584
4.594,0.0115,0.0064,0.48,0.1584
4.595,0.0115,0.0064,0.48,0.1584
4.596,0.0115,0.0064,0.48,0.1584
4.597,0.0115,0.0064,0.48,0.1582
4.598,0.0115,0.0064,0.48,0.1582
4.599,0.0115,0.0064,0.48,0.1582
4.6,0.0115,0.0064,0.48,0.1582
4.601,0.0115,0.0064,0.48,0.1581
4.602,0.0115,0.0064,0.48,0.1581
4.603,0.0115,0.0064,0.4795,0.1581
4.604,0.0115,0.0064,0.4795,0.1581
4.605,0.0114,0.0064,0.5061,0.1581
4.606,0.0114,0.0064,0.5061,0.1579
4.607,0.0114,0.0064,0.5061,0.1579
4.608,0.0114,0.0064,0.5061,0.1579
4.609,0.0114,0.0064,0.5061,0.1554
4.61,0.0114,0.0064,0.5061,0.1554
4.611,0.0114,0.0064,0.5061,0.1552
4.612,0.0114,0.0064,0.5061,0.1552
4.613,0.0114,0.0064,0.5061,0.1552
4.614,0.0114,0.0064,0.5061,0.1552
4.615,0.0114,0.0064,0.5061,0.1551
4.616,0.0114,0.0064,0.5061,0.1551
4.617,0.0114,0.0064,0.5061,0.1551
4.618,0.0114,0.0064,0.5056,0.1551
4.619,0.0114,0.0064,0.5056,0.1551
4.62,0.0114,0.0064,0.5056,0.1549
4.621,0.0114,0.0064,0.5056,0.1549
4.622,0.0114,0.0064,0.5056,0.1549
4.623,0.0114,0.0064,0.5056,0.1549
4.624,0.0114,0.0064,0.5061,0.1549
4.625,0.0114,0.0064,0.5061,0.1548
4.626,0.0114,0.0064,0.5061,0.1573
4.627,0.0114,0.0064,0.5061,0.1573
4.628,0.0114,0.0064,0.4832,0.1573
4.629,0.0114,0.0064,0.51,0.1573
4.63,0.0114,0.0064,0.51,0.1571
4.631,0.0114,0.0064,0.51,0.1571
4.632,0.0113,0.0064,0.51,0.1571
4.633,0.0113,0.0064,0.51,0.1597
4.634,0.0113,0.0064,0.51,0.1595
4.635,0.0113,0.0064,0.51,0.1569
4.636,0.0113,0.0064,0.5089,0.1569
4.637,0.0113,0.0065,0.5084,0.1569
4.638,0.0113,0.0065,0.5079,0.1569
4.639,0.0113,0.0065,0.51,0.1568
4.64,0.0113,0.0065,0.51,0.1568
4.641,0.0113,0.0065,0.51,0.1568
4.642,0.0113,0.0065,0.51,0.1568
4.643,0.0113,0.0065,0.51,0.1568
4.644,0.0113,0.0065,0.51,0.1566
4.645,0.0113,0.0065,0.51,0.1566
4.646,0.0112,0.0065,0.51,0.1566
4.647,0.0112,0.0065,0.51,0.1566
4.648,0.0112,0.0065,0.51,0.1565
4.649,0.0112,0.0065,0.51,0.1565
4.65,0.0112,0.0065,0.51,0.1565
4.651,0.0112,0.0065,0.5094,0.1565
4.652,0.0112,0.0065,0.5094,0.1565
4.653,0.0112,0.0065,0.5094,0.1563
4.654,0.0112,0.0065,0.5094,0.1563
4.655,0.0112,0.0065,0.5094,0.1563
4.656,0.0112,0.0065,0.5094,0.1563
4.657,0.0112,0.0065,0.5094,0.1563
4.658,0.0111,0.0065,0.5094,0.1561
4.659,0.0111,0.0065,0.5094,0.1561
4.66,0.0111,0.0065,0.5094,0.1537
4.661,0.0111,0.0065,0.5094,0.1537
4.662,0.0111,0.0065,0.5089,0.1561
4.663,0.0111,0.0066,0.5089,0.156
4.664,0.0111,0.0066,0.5089,0.156
4.665,0.0111,0.0066,0.5089,0.1568
4.666,0.0111,0.0066,0.5089,0.1568
4.667,0.0111,0.0066,0.5089,0.1568
4.668,0.0111,0.0066,0.5089,0.1568
4.669,0.011,0.0066,0.4821,0.1568
4.67,0.011,0.0066,0.4821,0.1567
4.671,0.011,0.0066,0.4821,0.1567
4.672,0.011,0.0066,0.4816,0.1567
4.673,0.011,0.0066,0.4816,0.1567
4.674,0.011,0.0066,0.4816,0.1565
4.675,0.011,0.0066,0.4816,0.1565
4.676,0.011,0.0066,0.4816,0.1565
4.677,0.011,0.0066,0.4816,0.1565
4.678,0.011,0.0066,0.4816,0.1565
4.679,0.011,0.0066,0.4816,0.1563
4.68,0.011,0.0066,0.4816,0.1563
4.681,0.0109,0.0066,0.4816,0.1563
4.682,0.0109,0.0066,0.457,0.1563
4.683,0.0109,0.0066,0.457,0.1563
4.684,0.0109,0.0066,0.457,0.1562
4.685,0.0109,0.0066,0.457,0.1562
4.686,0.0109,0.0066,0.457,0.1562
4.687,0.0109,0.0066,0.4811,0.1562
4.688,0.0109,0.0066,0.4811,0.156
4.689,0.0109,0.0066,0.4811,0.156
4.69,0.0109,0.0066,0.4811,0.156
4.691,0.0109,0.0066,0.4805,0.156
4.692,0.0109,0.0066,0.4805,0.156
4.693,0.0109,0.0066,0.4805,0.1559
4.694,0.0109,0.0066,0.4805,0.1559
4.695,0.0109,0.0066,0.4805,0.1559
4.696,0.0109,0.0066,0.4805,0.1559
4.697,0.0109,0.0066,0.4805,0.1559
4.698,0.0109,0.0066,0.4805,0.1557
4.699,0.0109,0.0066,0.4805,0.1557
4.7,0.0109,0.0066,0.4805,0.1557
4.701,0.0109,0.0066,0.48,0.1533
4.702,0.0109,0.0066,0.48,0.1533
4.703,0.0109,0.0066,0.48,0.1531
4.704,0.0109,0.0066,0.48,0.1556
4.705,0.0109,0.0066,0.48,0.1556
4.706,0.011,0.0066,0.48,0.1556
4.707,0.011,0.0066,0.48,0.1554
4.708,0.011,0.0066,0.48,0.1554
4.709,0.011,0.0066,0.48,0.1554
4.71,0.011,0.0066,0.48,0.1554
4.711,0.011,0.0066,0.48,0.1554
4.712,0.011,0.0066,0.4795,0.1552
4.713,0.011,0.0066,0.4795,0.1552
4.714,0.011,0.0066,0.4795,0.1552
4.715,0.011,0.0066,0.4795,0.1577
4.716,0.011,0.0066,0.4795,0.1577
4.717,0.011,0.0066,0.4795,0.1576
4.718,0.0111,0.0066,0.4795,0.1576
4.719,0.0111,0.0066,0.4795,0.1576
4.72,0.0111,0.0066,0.4795,0.1576
4.721,0.0111,0.0066,0.4795,0.1576
4.722,0.0111,0.0066,0.4795,0.1574
4.723,0.0111,0.0066,0.4795,0.1574
4.724,0.0111,0.0066,0.4795,0.1574
4.725,0.0111,0.0066,0.4795,0.1574
4.726,0.0111,0.0065,0.4795,0.1573
4.727,0.0111,0.0065,0.4795,0.1573
4.728,0.0111,0.0065,0.4795,0.1573
4.729,0.0112,0.0066,0.4795,0.1573
4.73,0.0112,0.0066,0.4795,0.1573
4.731,0.0112,0.0066,0.4795,0.1571
4.732,0.0112,0.0066,0.4795,0.1571
4.733,0.0112,0.0066,0.4555,0.1571
4.734,0.0112,0.0065,0.4795,0.1571
4.735,0.0112,0.0065,0.4795,0.1571
4.736,0.0112,0.0065,0.4585,0.1569
4.737,0.0112,0.0065,0.459,0.1569
4.738,0.0112,0.0066,0.4832,0.1569
4.739,0.0112,0.0066,0.4835,0.1569
4.74,0.0112,0.0066,0.483,0.1569
4.741,0.0113,0.0066,0.4825,0.1568
4.742,0.0113,0.0065,0.4832,0.1568
4.743,0.0113,0.0065,0.4832,0.1568
4.744,0.0113,0.0065,0.4832,0.1568
4.745,0.0113,0.0065,0.4832,0.1568
4.746,0.0113,0.0066,0.4832,0.1566
4.747,0.0113,0.0066,0.4832,0.1566
4.748,0.0113,0.0066,0.4832,0.1541
4.749,0.0113,0.0066,0.4832,0.1541
4.75,0.0113,0.0065,0.4832,0.1541
4.751,0.0113,0.0065,0.4832,0.154
4.752,0.0113,0.0065,0.4832,0.154
4.753,0.0113,0.0065,0.4832,0.154
4.754,0.0113,0.0065,0.4832,0.154
4.755,0.0114,0.0065,0.4832,0.1538
4.756,0.0114,0.0066,0.4832,0.1538
4.757,0.0114,0.0065,0.4832,0.1538
4.758,0.0114,0.0065,0.4832,0.1538
4.759,0.0114,0.0065,0.4826,0.1538
4.76,0.0114,0.0065,0.4826,0.1537
4.761,0.0114,0.0065,0.4826,0.1537
4.762,0.0114,0.0065,0.4826,0.1537
4.763,0.0114,0.0065,0.4826,0.1537
4.764,0.0114,0.0065,0.4826,0.1537
4.765,0.0114,0.0065,0.4826,0.1544
4.766,0.0114,0.0065,0.4826,0.1544
4.767,0.0114,0.0065,0.4826,0.1544
4.768,0.0114,0.0065,0.4826,0.1544
4.769,0.0114,0.0065,0.4826,0.1544
4.77,0.0114,0.0065,0.4826,0.1542
4.771,0.0114,0.0065,0.4821,0.1542
4.772,0.0114,0.0065,0.4821,0.1542
4.773,0.0114,0.0065,0.4821,0.1542
4.774,0.0114,0.0065,0.4821,0.1542
4.775,0.0114,0.0065,0.4821,0.1541
4.776,0.0114,0.0065,0.4821,0.1541
4.777,0.0114,0.0065,0.4821,0.1541
4.778,0.0114,0.0065,0.4821,0.1541
4.779,0.0114,0.0065,0.4821,0.1541
4.78,0.0114,0.0065,0.4821,0.1539
4.781,0.0114,0.0065,0.4816,0.1539
4.782,0.0114,0.0065,0.4816,0.1539
4.783,0.0114,0.0065,0.4816,0.1539
4.784,0.0114,0.0065,0.4816,0.1538
4.785,0.0114,0.0065,0.4816,0.1538
4.786,0.0114,0.0065,0.4816,0.1538
4.787,0.0114,0.0065,0.4816,0.1562
4.788,0.0114,0.0065,0.4816,0.1562
4.789,0.0114,0.0065,0.4816,0.156
4.79,0.0114,0.0065,0.4816,0.156
4.791,0.0114,0.0065,0.4811,0.156
4.792,0.0114,0.0065,0.4811,0.156
4.793,0.0114,0.0065,0.4811,0.156
4.794,0.0114,0.0065,0.4811,0.1559
4.795,0.0114,0.0065,0.4811,0.1559
4.796,0.0114,0.0065,0.4811,0.1559
4.797,0.0114,0.0065,0.4811,0.1559
4.798,0.0114,0.0065,0.4811,0.1559
4.799,0.0114,0.0065,0.4811,0.1557
4.8,0.0114,0.0065,0.4805,0.1533
4.801,0.0114,0.0065,0.4805,0.1533
4.802,0.0114,0.0065,0.4805,0.1533
4.803,0.0114,0.0065,0.4805,0.1533
4.804,0.0114,0.0065,0.4805,0.1531
4.805,0.0114,0.0065,0.4805,0.1556
4.806,0.0114,0.0065,0.4805,0.1556
4.807,0.0114,0.0065,0.4805,0.1556
4.808,0.0114,0.0065,0.4805,0.1556
4.809,0.0114,0.0065,0.4805,0.1554
4.81,0.0114,0.0065,0.48,0.1554
4.811,0.0114,0.0065,0.48,0.1554
4.812,0.0114,0.0065,0.48,0.1554
4.813,0.0114,0.0065,0.48,0.1552
4.814,0.0114,0.0065,0.48,0.1552
4.815,0.0114,0.0065,0.48,0.1552
4.816,0.0114,0.0066,0.48,0.1552
4.817,0.0114,0.0066,0.48,0.1552
4.818,0.0114,0.0066,0.48,0.1551
4.819,0.0114,0.0066,0.48,0.1551
4.82,0.0114,0.0065,0.48,0.1551
4.821,0.0114,0.0065,0.48,0.1551
4.822,0.0113,0.0065,0.4795,0.1551
4.823,0.0113,0.0065,0.4795,0.1549
4.824,0.0113,0.0066,0.4795,0.1549
4.825,0.0113,0.0066,0.4795,0.1549
4.826,0.0113,0.0066,0.4795,0.1549
4.827,0.0113,0.0066,0.4795,0.1549
4.828,0.0113,0.0066,0.4795,0.1548
4.829,0.0113,0.0066,0.4795,0.1548
4.83,0.0113,0.0066,0.4795,0.1548
4.831,0.0113,0.0066,0.4795,0.1548
4.832,0.0113,0.0066,0.4795,0.1548
4.833,0.0113,0.0066,0.4795,0.1546
4.834,0.0113,0.0066,0.4795,0.1546
4.835,0.0113,0.0066,0.4795,0.1546
4.836,0.0112,0.0066,0.4795,0.1546
4.837,0.0112,0.0066,0.4795,0.1546
4.838,0.0112,0.0066,0.4795,0.1544
4.839,0.0112,0.0066,0.4795,0.1544
4.84,0.0112,0.0066,0.4795,0.1544
4.841,0.0112,0.0066,0.4845,0.1544
4.842,0.0112,0.0066,0.4835,0.1544
4.843,0.0112,0.0066,0.483,0.1543
4.844,0.0112,0.0066,0.4825,0.1543
4.845,0.0112,0.0067,0.4585,0.1543
4.846,0.0112,0.0066,0.459,0.1543
4.847,0.0112,0.0066,0.4832,0.1519
4.848,0.0111,0.0066,0.4832,0.1517
4.849,0.0111,0.0067,0.4832,0.1517
4.85,0.0111,0.0067,0.4832,0.1517
4.851,0.0111,0.0067,0.4832,0.1517
4.852,0.0111,0.0067,0.4832,0.1517
4.853,0.0111,0.0067,0.4832,0.1516
4.854,0.0111,0.0067,0.4832,0.1516
4.855,0.0111,0.0067,0.4832,0.1516
4.856,0.0111,0.0067,0.4832,0.1516
4.857,0.0111,0.0067,0.4832,0.1516
4.858,0.0111,0.0067,0.4832,0.1514
4.859,0.011,0.0067,0.4832,0.1514
4.86,0.011,0.0067,0.4832,0.1514
4.861,0.011,0.0067,0.4832,0.1514
4.862,0.011,0.0067,0.4832,0.1514
4.863,0.011,0.0067,0.4832,0.1512
4.864,0.011,0.0067,0.4832,0.1512
4.865,0.011,0.0067,0.4832,0.152
4.866,0.011,0.0067,0.4832,0.152
4.867,0.011,0.0067,0.4832,0.152
4.868,0.011,0.0067,0.4826,0.152
4.869,0.011,0.0067,0.4826,0.152
4.87,0.011,0.0067,0.4826,0.1542
4.871,0.011,0.0067,0.4826,0.1542
4.872,0.011,0.0067,0.4826,0.1542
4.873,0.0109,0.0067,0.4826,0.1542
4.874,0.0109,0.0067,0.4826,0.1542
4.875,0.0109,0.0067,0.4826,0.1541
4.876,0.0109,0.0068,0.4826,0.1541
4.877,0.0109,0.0068,0.4826,0.1541
4.878,0.0109,0.0068,0.4826,0.1541
4.879,0.0109,0.0067,0.4821,0.1541
4.88,0.0109,0.0067,0.4821,0.1539
4.881,0.0109,0.0067,0.4821,0.1539
4.882,0.0109,0.0067,0.4821,0.1539
4.883,0.0109,0.0067,0.4821,0.1515
4.884,0.0109,0.0068,0.4821,0.1539
4.885,0.0109,0.0068,0.4821,0.1538
4.886,0.0109,0.0068,0.4821,0.1538
4.887,0.0109,0.0068,0.4821,0.1538
4.888,0.0109,0.0068,0.4821,0.1538
4.889,0.0109,0.0068,0.4821,0.1538
4.89,0.0109,0.0067,0.4816,0.1536
4.891,0.0109,0.0067,0.4816,0.1536
4.892,0.011,0.0067,0.4816,0.1536
4.893,0.011,0.0067,0.4816,0.1536
4.894,0.011,0.0068,0.4816,0.1536
4.895,0.011,0.0068,0.4816,0.1534
4.896,0.011,0.0068,0.4816,0.1534
4.897,0.011,0.0068,0.4816,0.1534
4.898,0.011,0.0068,0.4816,0.1534
4.899,0.011,0.0067,0.4811,0.1534
4.9,0.011,0.0067,0.4811,0.1533
4.901,0.011,0.0067,0.4811,0.1533
4.902,0.011,0.0067,0.4811,0.1533
4.903,0.011,0.0068,0.4811,0.1533
4.904,0.011,0.0068,0.4811,0.1533
4.905,0.011,0.0068,0.4811,0.1531
4.906,0.0111,0.0068,0.4811,0.1531
4.907,0.0111,0.0068,0.4811,0.1531
4.908,0.0111,0.0067,0.4811,0.1531
4.909,0.0111,0.0067,0.4805,0.1531
4.91,0.0111,0.0067,0.4805,0.153
4.911,0.0111,0.0067,0.4805,0.153
4.912,0.0111,0.0067,0.4805,0.153
4.913,0.0111,0.0068,0.4805,0.153
4.914,0.0111,0.0068,0.4805,0.153
4.915,0.0111,0.0068,0.4805,0.1528
4.916,0.0111,0.0067,0.4805,0.1528
4.917,0.0111,0.0067,0.4805,0.1528
4.918,0.0112,0.0067,0.4805,0.1528
4.919,0.0112,0.0067,0.4805,0.1528
4.92,0.0112,0.0067,0.48,0.1527
4.921,0.0112,0.0067,0.48,0.1527
4.922,0.0112,0.0067,0.48,0.1527
4.923,0.0112,0.0067,0.48,0.1527
4.924,0.0112,0.0067,0.48,0.1527
4.925,0.0112,0.0066,0.48,0.1525
4.926,0.0112,0.0066,0.48,0.1525
4.927,0.0112,0.0066,0.48,0.1525
4.928,0.0112,0.0066,0.48,0.1525
4.929,0.0112,0.0067,0.48,0.1525
4.93,0.0113,0.0067,0.48,0.1523
4.931,0.0113,0.0067,0.4795,0.1523
4.932,0.0113,0.0067,0.4795,0.1523
4.933,0.0113,0.0066,0.4795,0.1523
4.934,0.0113,0.0066,0.4795,0.1523
4.935,0.0113,0.0066,0.4795,0.1522
4.936,0.0113,0.0066,0.4795,0.1522
4.937,0.0113,0.0066,0.4795,0.1522
4.938,0.0113,0.0066,0.4795,0.1522
4.939,0.0113,0.0067,0.4795,0.1522
4.94,0.0113,0.0067,0.4795,0.152
4.941,0.0113,0.0066,0.4795,0.152
4.942,0.0113,0.0066,0.4795,0.152
4.943,0.0113,0.0066,0.4795,0.152
4.944,0.0113,0.0066,0.4845,0.152
4.945,0.0113,0.0066,0.4835,0.1519
4.946,0.0113,0.0066,0.4835,0.1495
4.947,0.0114,0.0066,0.483,0.1495
4.948,0.0114,0.0066,0.4795,0.1495
4.949,0.0114,0.0066,0.4795,0.1495
4.95,0.0114,0.0066,0.4795,0.1494
4.951,0.0114,0.0066,0.4795,0.1494
4.952,0.0114,0.0066,0.4795,0.1494
4.953,0.0114,0.0066,0.4795,0.1494
4.954,0.0114,0.0066,0.4585,0.1494
4.955,0.0114,0.0066,0.459,0.1492
4.956,0.0114,0.0066,0.4832,0.1492
4.957,0.0114,0.0066,0.4832,0.1516
4.958,0.0114,0.0066,0.4832,0.154
4.959,0.0114,0.0066,0.4832,0.154
4.96,0.0114,0.0066,0.4832,0.1538
4.961,0.0114,0.0066,0.4832,0.1538
4.962,0.0114,0.0066,0.4832,0.1538
4.963,0.0114,0.0066,0.4832,0.1538
4.964,0.0114,0.0066,0.459,0.1538
4.965,0.0114,0.0066,0.4832,0.1537
4.966,0.0114,0.0066,0.4832,0.1544
4.967,0.0114,0.0066,0.4832,0.1544
4.968,0.0114,0.0066,0.4832,0.1544
4.969,0.0114,0.0066,0.4832,0.1544
4.97,0.0114,0.0066,0.4832,0.1544
4.971,0.0114,0.0066,0.4832,0.1542
4.972,0.0114,0.0066,0.4832,0.1542
4.973,0.0114,0.0066,0.4832,0.1542
4.974,0.0114,0.0066,0.4832,0.1542
4.975,0.0114,0.0066,0.4832,0.1542
4.976,0.0114,0.0066,0.4826,0.1541
4.977,0.0114,0.0066,0.4826,0.1541
4.978,0.0114,0.0066,0.4826,0.1541
4.979,0.0114,0.0066,0.4826,0.1541
4.98,0.0114,0.0066,0.4826,0.1541
4.981,0.0114,0.0066,0.4826,0.1539
4.982,0.0114,0.0066,0.4826,0.1539
4.983,0.0114,0.0066,0.4826,0.1539
4.984,0.0114,0.0066,0.4826,0.1539
4.985,0.0114,0.0066,0.4826,0.1539
4.986,0.0114,0.0066,0.4826,0.1538
4.987,0.0114,0.0066,0.4826,0.1538
4.988,0.0114,0.0066,0.4821,0.1538
4.989,0.0114,0.0066,0.4821,0.1538
4.99,0.0114,0.0066,0.4821,0.1538
4.991,0.0114,0.0066,0.4821,0.1536
4.992,0.0114,0.0066,0.4821,0.1536
4.993,0.0114,0.0066,0.4821,0.1536
4.994,0.0114,0.0066,0.4821,0.1536
4.995,0.0114,0.0067,0.4821,0.1536
4.996,0.0114,0.0067,0.4821,0.1534
4.997,0.0114,0.0067,0.4821,0.1511
4.998,0.0114,0.0066,0.4816,0.1511
4.999,0.0114,0.0066,0.4816,0.1511
5.0,0.0114,0.0066,0.4816,0.1511
5.001,0.0114,0.0066,0.4816,0.1509
5.002,0.0114,0.0067,0.4816,0.1509
5.003,0.0114,0.0067,0.4816,0.1509
5.004,0.0114,0.0067,0.4816,0.1509
5.005,0.0114,0.0067,0.4816,0.1509
5.006,0.0114,0.0067,0.4816,0.1508
5.007,0.0114,0.0067,0.4816,0.1508
5.008,0.0113,0.0067,0.4811,0.1508
5.009,0.0113,0.0066,0.4811,0.1508
5.01,0.0113,0.0067,0.4811,0.1508
5.011,0.0113,0.0067,0.4811,0.1506
5.012,0.0113,0.0067,0.4811,0.1506
5.013,0.0113,0.0067,0.4811,0.1506
5.014,0.0113,0.0067,0.4811,0.1506
5.015,0.0113,0.0067,0.4811,0.1506
5.016,0.0113,0.0067,0.4811,0.1505
5.017,0.0113,0.0067,0.4811,0.1505
5.018,0.0113,0.0067,0.4811,0.1505
5.019,0.0113,0.0067,0.4805,0.1505
5.02,0.0113,0.0067,0.4805,0.1505
5.021,0.0113,0.0067,0.4805,0.1503
5.022,0.0113,0.0067,0.4805,0.1503
5.023,0.0113,0.0067,0.4805,0.1503
5.024,0.0113,0.0067,0.4805,0.1503
5.025,0.0112,0.0067,0.4805,0.1503
5.026,0.0112,0.0067,0.4805,0.1502
5.027,0.0112,0.0067,0.4805,0.1502
5.028,0.0112,0.0067,0.4805,0.1502
5.029,0.0112,0.0067,0.48,0.1502
5.03,0.0112,0.0067,0.48,0.1502
5.031,0.0112,0.0068,0.48,0.15
5.032,0.0112,0.0068,0.48,0.1477
5.033,0.0112,0.0068,0.48,0.1477
5.034,0.0112,0.0068,0.48,0.1477
5.035,0.0112,0.0068,0.48,0.1477
5.036,0.0112,0.0068,0.48,0.1498
5.037,0.0112,0.0068,0.48,0.1522
5.038,0.0111,0.0068,0.48,0.1522
5.039,0.0111,0.0068,0.48,0.1522
5.04,0.0111,0.0068,0.456,0.1522
5.041,0.0111,0.0068,0.4555,0.1522
5.042,0.0111,0.0068,0.4555,0.152
5.043,0.0111,0.0068,0.4555,0.152
5.044,0.0111,0.0068,0.4555,0.152
5.045,0.0111,0.0068,0.4555,0.152
5.046,0.0111,0.0068,0.4555,0.152
5.047,0.0111,0.0068,0.461,0.1519
5.048,0.0111,0.0068,0.4605,0.1519
5.049,0.0111,0.0068,0.4605,0.1519
5.05,0.0111,0.0068,0.46,0.1519
5.051,0.011,0.0068,0.4595,0.1519
5.052,0.011,0.0068,0.4555,0.1517
5.053,0.011,0.0068,0.4555,0.1517
5.054,0.011,0.0068,0.4555,0.1517
5.055,0.011,0.0068,0.4555,0.1517
5.056,0.011,0.0068,0.4555,0.1517
5.057,0.011,0.0068,0.4555,0.1516
5.058,0.011,0.0068,0.4555,0.1516
5.059,0.011,0.0068,0.4555,0.1516
5.06,0.011,0.0068,0.4555,0.1516
5.061,0.011,0.0068,0.4555,0.1516
5.062,0.011,0.0068,0.4555,0.1514
5.063,0.011,0.0068,0.4371,0.1514
5.064,0.011,0.0068,0.4371,0.1514
5.065,0.011,0.0069,0.459,0.1514
5.066,0.011,0.0069,0.459,0.152
5.067,0.011,0.0069,0.459,0.152
5.068,0.011,0.0069,0.459,0.152
5.069,0.011,0.0069,0.459,0.152
5.07,0.011,0.0069,0.459,0.152
5.071,0.011,0.0069,0.459,0.1518
5.072,0.011,0.0069,0.459,0.1518
5.073,0.011,0.0069,0.459,0.1518
5.074,0.011,0.0069,0.459,0.1518
5.075,0.011,0.0069,0.459,0.1518
5.076,0.011,0.0069,0.459,0.1517
5.077,0.011,0.0069,0.459,0.1517
