f,a1,a2,t1,t2
6.285,0.0111,0.0079,0.5089,0.1351
6.286,0.0111,0.0079,0.5084,0.1351
6.287,0.0111,0.0079,0.5084,0.1351
6.288,0.0111,0.0079,0.5079,0.1351
6.289,0.0111,0.0079,0.5079,0.1349
6.29,0.0111,0.008,0.5074,0.1349
6.291,0.0111,0.008,0.5094,0.1349
6.292,0.0111,0.008,0.5089,0.1349
6.293,0.0111,0.008,0.5089,0.1349
6.294,0.0111,0.008,0.5089,0.1349
6.295,0.0111,0.0079,0.5089,0.1348
6.296,0.0111,0.0079,0.5089,0.1348
6.297,0.0111,0.008,0.5089,0.1348
6.298,0.0111,0.008,0.5089,0.1348
6.299,0.0111,0.008,0.5089,0.1348
6.3,0.0111,0.008,0.4821,0.1348
6.301,0.0111,0.0079,0.5089,0.1347
6.302,0.0111,0.008,0.5089,0.1347
6.303,0.0111,0.008,0.5089,0.1347
6.304,0.0111,0.008,0.5083,0.1347
6.305,0.0111,0.008,0.5083,0.1347
6.306,0.0111,0.008,0.5083,0.1347
6.307,0.0111,0.008,0.5083,0.1347
6.308,0.0111,0.008,0.5083,0.1345
6.309,0.0111,0.008,0.5083,0.1345
6.31,0.0111,0.008,0.5083,0.1345
6.311,0.0111,0.008,0.5083,0.1345
6.312,0.0111,0.008,0.5083,0.1345
6.313,0.0111,0.008,0.5083,0.1345
6.314,0.0111,0.008,0.5083,0.1344
6.315,0.0111,0.008,0.5078,0.1344
6.316,0.0111,0.008,0.5078,0.1344
6.317,0.0111,0.008,0.5078,0.1344
6.318,0.0111,0.008,0.5078,0.1344
6.319,0.0111,0.008,0.5078,0.1344
6.32,0.0111,0.008,0.5078,0.1342
6.321,0.0111,0.008,0.5078,0.1342
6.322,0.0111,0.008,0.5078,0.1342
6.323,0.0111,0.008,0.5078,0.1342
6.324,0.0111,0.008,0.5078,0.1342
6.325,0.0111,0.008,0.4811,0.1342
6.326,0.0111,0.008,0.4811,0.1342
6.327,0.0111,0.0079,0.4805,0.1341
6.328,0.0111,0.0079,0.5072,0.1341
6.329,0.0111,0.0079,0.5072,0.1341
6.33,0.0111,0.0079,0.5072,0.1341
6.331,0.0111,0.0079,0.5072,0.1341
6.332,0.0111,0.0079,0.5072,0.1341
6.333,0.0111,0.0079,0.5072,0.134
6.334,0.0111,0.0079,0.5072,0.134
6.335,0.0112,0.0079,0.5072,0.134
6.336,0.0112,0.008,0.5072,0.1322
6.337,0.0112,0.008,0.5072,0.134
6.338,0.0112,0.008,0.5072,0.134
6.339,0.0112,0.0079,0.5067,0.134
6.34,0.0112,0.0079,0.5067,0.1338
6.341,0.0112,0.0079,0.5067,0.1338
6.342,0.0112,0.0079,0.5067,0.1338
6.343,0.0112,0.0079,0.5067,0.1338
6.344,0.0112,0.0079,0.5067,0.1338
6.345,0.0112,0.0079,0.5067,0.1338
6.346,0.0112,0.008,0.5067,0.1337
6.347,0.0112,0.008,0.48,0.1337
6.348,0.0112,0.008,0.48,0.1337
6.349,0.0112,0.008,0.48,0.1337
6.35,0.0112,0.008,0.48,0.1337
6.351,0.0112,0.0079,0.48,0.1337
6.352,0.0112,0.0079,0.48,0.1337
6.353,0.0112,0.0079,0.5061,0.1336
6.354,0.0113,0.0079,0.5061,0.1336
6.355,0.0113,0.0079,0.5061,0.1336
6.356,0.0113,0.008,0.5061,0.1336
6.357,0.0113,0.008,0.5061,0.1336
6.358,0.0113,0.008,0.5061,0.1336
6.359,0.0113,0.008,0.5061,0.1334
6.36,0.0113,0.008,0.5061,0.1334
6.361,0.0113,0.008,0.5061,0.1334
6.362,0.0113,0.008,0.5061,0.1334
6.363,0.0113,0.0079,0.5061,0.1334
6.364,0.0113,0.0079,0.5061,0.1334
6.365,0.0113,0.0079,0.5061,0.1334
6.366,0.0113,0.008,0.5061,0.1333
6.367,0.0113,0.008,0.4832,0.1333
6.368,0.0113,0.008,0.4832,0.1333
6.369,0.0113,0.008,0.4832,0.1333
6.37,0.0113,0.008,0.4832,0.1353
6.371,0.0113,0.008,0.4832,0.1353
6.372,0.0113,0.008,0.4832,0.1353
6.373,0.0113,0.008,0.4832,0.1353
6.374,0.0113,0.0079,0.4832,0.1353
6.375,0.0113,0.0079,0.51,0.1353
6.376,0.0113,0.0079,0.51,0.1352
6.377,0.0113,0.008,0.51,0.1352
6.378,0.0113,0.008,0.51,0.1334
6.379,0.0113,0.008,0.51,0.1334
6.38,0.0113,0.008,0.51,0.1334
6.381,0.0113,0.008,0.51,0.1334
6.382,0.0113,0.008,0.51,0.1334
6.383,0.0114,0.008,0.51,0.1332
6.384,0.0114,0.008,0.51,0.1332
6.385,0.0114,0.0079,0.5095,0.1332
6.386,0.0114,0.0079,0.5095,0.1332
6.387,0.0114,0.0079,0.5089,0.1332
6.388,0.0114,0.008,0.5089,0.1332
6.389,0.0114,0.008,0.5084,0.1331
6.39,0.0114,0.008,0.5084,0.1331
6.391,0.0114,0.008,0.5084,0.1331
6.392,0.0114,0.008,0.5079,0.1331
6.393,0.0114,0.008,0.5079,0.1331
6.394,0.0114,0.008,0.5074,0.1331
6.395,0.0114,0.008,0.5094,0.1331
6.396,0.0114,0.008,0.5094,0.133
6.397,0.0114,0.008,0.5094,0.133
6.398,0.0114,0.008,0.5094,0.133
6.399,0.0114,0.008,0.5094,0.133
6.4,0.0114,0.008,0.5089,0.133
6.401,0.0114,0.008,0.5089,0.133
6.402,0.0114,0.008,0.5089,0.1328
6.403,0.0114,0.008,0.5089,0.1328
6.404,0.0114,0.0081,0.5089,0.1328
6.405,0.0114,0.0081,0.5089,0.1328
6.406,0.0114,0.0081,0.5089,0.1328
6.407,0.0114,0.008,0.5089,0.1328
6.408,0.0114,0.008,0.5089,0.1328
6.409,0.0114,0.008,0.5089,0.1327
6.41,0.0114,0.008,0.4821,0.1327
6.411,0.0114,0.008,0.5089,0.1327
6.412,0.0114,0.008,0.5089,0.1327
6.413,0.0114,0.008,0.5083,0.1327
6.414,0.0114,0.008,0.5083,0.1327
6.415,0.0114,0.0081,0.5083,0.1326
6.416,0.0114,0.0081,0.5083,0.1326
6.417,0.0114,0.0081,0.5083,0.1326
6.418,0.0114,0.0081,0.5083,0.1326
6.419,0.0113,0.0081,0.5083,0.1326
6.42,0.0113,0.008,0.5083,0.1326
6.421,0.0113,0.008,0.5083,0.1326
6.422,0.0113,0.008,0.5083,0.1324
6.423,0.0113,0.008,0.5083,0.1324
6.424,0.0113,0.008,0.5078,0.1324
6.425,0.0113,0.008,0.5078,0.1342
6.426,0.0113,0.0081,0.5078,0.1342
6.427,0.0113,0.0081,0.5078,0.1342
6.428,0.0113,0.0081,0.5078,0.1341
6.429,0.0113,0.0081,0.5078,0.1341
6.43,0.0113,0.0081,0.4811,0.1341
6.431,0.0113,0.0081,0.4811,0.1341
6.432,0.0113,0.0081,0.5078,0.1341
6.433,0.0113,0.0081,0.5078,0.1341
6.434,0.0113,0.0081,0.5078,0.1341
6.435,0.0113,0.008,0.5078,0.134
6.436,0.0113,0.008,0.5072,0.134
6.437,0.0113,0.008,0.5072,0.134
6.438,0.0113,0.0081,0.5072,0.134
6.439,0.0113,0.0081,0.5072,0.134
6.44,0.0113,0.0081,0.5072,0.134
6.441,0.0113,0.0081,0.5072,0.1338
6.442,0.0113,0.0081,0.5072,0.1338
6.443,0.0113,0.0081,0.5072,0.1338
6.444,0.0113,0.0081,0.5072,0.1338
6.445,0.0113,0.0081,0.5072,0.1338
6.446,0.0113,0.0081,0.5072,0.1338
6.447,0.0112,0.0081,0.5072,0.1338
6.448,0.0112,0.0081,0.4805,0.1337
6.449,0.0112,0.0081,0.48,0.1337
6.45,0.0112,0.0081,0.48,0.1337
6.451,0.0112,0.0081,0.5067,0.1337
6.452,0.0112,0.0081,0.5067,0.1337
6.453,0.0112,0.0081,0.5067,0.1337
6.454,0.0112,0.0081,0.5067,0.1336
6.455,0.0112,0.0082,0.5067,0.1336
6.456,0.0112,0.0082,0.5067,0.1336
6.457,0.0112,0.0082,0.5067,0.1336
6.458,0.0112,0.0082,0.5067,0.1336
6.459,0.0112,0.0082,0.5067,0.1336
6.46,0.0112,0.0081,0.5067,0.1336
6.461,0.0112,0.0081,0.5067,0.1334
6.462,0.0112,0.0081,0.4795,0.1334
6.463,0.0112,0.0081,0.4795,0.1334
6.464,0.0112,0.0081,0.4795,0.1334
6.465,0.0112,0.0081,0.4795,0.1334
6.466,0.0111,0.0082,0.4795,0.1334
6.467,0.0111,0.0082,0.4795,0.1333
6.468,0.0111,0.0082,0.5061,0.1333
6.469,0.0111,0.0082,0.5061,0.1333
6.47,0.0111,0.0082,0.5061,0.1335
6.471,0.0111,0.0082,0.5061,0.1335
6.472,0.0111,0.0082,0.5061,0.1335
6.473,0.0111,0.0082,0.5061,0.1335
6.474,0.0111,0.0081,0.5061,0.1335
6.475,0.0111,0.0081,0.4832,0.1335
6.476,0.0111,0.0081,0.4832,0.1335
6.477,0.0111,0.0082,0.4832,0.1334
6.478,0.0111,0.0082,0.4832,0.1334
6.479,0.0111,0.0082,0.4832,0.1334
6.48,0.0111,0.0082,0.4832,0.1316
6.481,0.0111,0.0082,0.4832,0.1316
6.482,0.0111,0.0082,0.4832,0.1316
6.483,0.0111,0.0082,0.4832,0.1315
6.484,0.0111,0.0082,0.51,0.1315
6.485,0.0111,0.0082,0.51,0.1315
6.486,0.0111,0.0082,0.51,0.1315
6.487,0.011,0.0081,0.51,0.1315
6.488,0.011,0.0081,0.5095,0.1315
6.489,0.011,0.0082,0.5095,0.1315
6.49,0.011,0.0082,0.5089,0.1313
6.491,0.011,0.0082,0.5089,0.1313
6.492,0.011,0.0083,0.5084,0.1313
6.493,0.011,0.0083,0.5084,0.1313
6.494,0.011,0.0083,0.5084,0.1313
6.495,0.011,0.0083,0.5079,0.1331
6.496,0.011,0.0082,0.5079,0.133
6.497,0.011,0.0082,0.5074,0.133
6.498,0.011,0.0082,0.5094,0.133
6.499,0.011,0.0082,0.5094,0.133
6.5,0.011,0.0082,0.5094,0.133
6.501,0.011,0.0082,0.5094,0.133
6.502,0.011,0.0082,0.5094,0.133
6.503,0.011,0.0082,0.5094,0.1328
6.504,0.011,0.0083,0.5094,0.1328
6.505,0.0111,0.0083,0.5094,0.1328
6.506,0.0111,0.0083,0.5094,0.1328
6.507,0.0111,0.0083,0.5094,0.1328
6.508,0.0111,0.0083,0.5094,0.1328
6.509,0.0111,0.0082,0.5089,0.1328
6.51,0.0111,0.0082,0.5089,0.1327
6.511,0.0111,0.0082,0.5089,0.1327
6.512,0.0111,0.0082,0.5089,0.1327
6.513,0.0111,0.0082,0.5089,0.1327
6.514,0.0111,0.0082,0.5089,0.1327
6.515,0.0111,0.0082,0.5089,0.1327
6.516,0.0111,0.0083,0.5089,0.1326
6.517,0.0111,0.0083,0.5089,0.1326
6.518,0.0111,0.0083,0.5089,0.1326
6.519,0.0111,0.0083,0.5089,0.1326
6.52,0.0111,0.0083,0.5089,0.1326
6.521,0.0111,0.0082,0.5083,0.1326
6.522,0.0111,0.0082,0.5083,0.1326
6.523,0.0111,0.0082,0.5083,0.1324
6.524,0.0112,0.0082,0.5083,0.1324
6.525,0.0112,0.0082,0.5083,0.1324
6.526,0.0112,0.0082,0.5083,0.1324
6.527,0.0112,0.0082,0.5083,0.1324
6.528,0.0112,0.0082,0.5083,0.1324
6.529,0.0112,0.0082,0.5083,0.1323
6.53,0.0112,0.0082,0.5083,0.1323
6.531,0.0112,0.0082,0.5083,0.1323
6.532,0.0112,0.0082,0.5083,0.1323
6.533,0.0112,0.0082,0.5078,0.1323
6.534,0.0112,0.0082,0.5078,0.1323
6.535,0.0112,0.0082,0.5078,0.1323
6.536,0.0112,0.0082,0.5078,0.1322
6.537,0.0112,0.0082,0.5078,0.1322
6.538,0.0112,0.0082,0.5078,0.1322
6.539,0.0112,0.0082,0.5078,0.1322
6.54,0.0112,0.0082,0.5078,0.1322
6.541,0.0112,0.0082,0.5078,0.1322
6.542,0.0113,0.0082,0.5078,0.1322
6.543,0.0113,0.0082,0.5078,0.132
6.544,0.0113,0.0082,0.5078,0.132
6.545,0.0113,0.0082,0.5072,0.132
6.546,0.0113,0.0082,0.5072,0.132
6.547,0.0113,0.0082,0.5072,0.132
6.548,0.0113,0.0082,0.5072,0.132
6.549,0.0113,0.0082,0.5072,0.1319
6.55,0.0113,0.0082,0.5072,0.1319
6.551,0.0113,0.0082,0.4805,0.1319
6.552,0.0113,0.0082,0.5072,0.1301
6.553,0.0113,0.0082,0.5072,0.1301
6.554,0.0113,0.0082,0.5072,0.1301
6.555,0.0113,0.0082,0.5072,0.1301
6.556,0.0113,0.0082,0.5072,0.13
6.557,0.0113,0.0082,0.5072,0.1318
6.558,0.0113,0.0082,0.5067,0.1318
6.559,0.0113,0.0082,0.5067,0.1318
6.56,0.0113,0.0082,0.5067,0.1318
6.561,0.0113,0.0082,0.48,0.1318
6.562,0.0113,0.0082,0.48,0.1318
6.563,0.0113,0.0082,0.48,0.1316
6.564,0.0113,0.0082,0.5067,0.1316
6.565,0.0113,0.0082,0.5067,0.1316
6.566,0.0113,0.0082,0.5067,0.1316
6.567,0.0114,0.0082,0.5067,0.1316
6.568,0.0114,0.0082,0.5067,0.1316
6.569,0.0114,0.0082,0.5067,0.1315
6.57,0.0114,0.0082,0.48,0.1315
6.571,0.0114,0.0082,0.4795,0.1317
6.572,0.0114,0.0082,0.4795,0.1317
6.573,0.0114,0.0082,0.4795,0.1317
6.574,0.0114,0.0083,0.4795,0.1317
6.575,0.0114,0.0083,0.5061,0.1317
6.576,0.0114,0.0083,0.5061,0.1317
6.577,0.0114,0.0083,0.4795,0.1316
6.578,0.0114,0.0083,0.4795,0.1316
6.579,0.0114,0.0083,0.4795,0.1316
6.58,0.0114,0.0082,0.4795,0.1316
6.581,0.0114,0.0082,0.4795,0.1316
6.582,0.0114,0.0082,0.4795,0.1316
6.583,0.0114,0.0082,0.4795,0.1316
6.584,0.0114,0.0082,0.4832,0.1315
6.585,0.0114,0.0082,0.4832,0.1315
6.586,0.0114,0.0083,0.4832,0.1315
6.587,0.0114,0.0083,0.4832,0.1315
6.588,0.0114,0.0083,0.4832,0.1315
6.589,0.0114,0.0083,0.4845,0.1315
6.59,0.0114,0.0083,0.484,0.1315
6.591,0.0114,0.0083,0.484,0.1313
6.592,0.0114,0.0082,0.484,0.1313
6.593,0.0114,0.0082,0.5089,0.1313
6.594,0.0114,0.0082,0.5089,0.1313
6.595,0.0114,0.0082,0.5084,0.1313
6.596,0.0114,0.0082,0.5084,0.1313
6.597,0.0114,0.0082,0.5084,0.1312
6.598,0.0114,0.0083,0.5079,0.1312
6.599,0.0114,0.0083,0.5079,0.1312
6.6,0.0114,0.0083,0.5074,0.1312
6.601,0.0114,0.0083,0.5074,0.1312
6.602,0.0114,0.0083,0.51,0.1312
6.603,0.0114,0.0083,0.51,0.1312
6.604,0.0114,0.0083,0.5094,0.1311
6.605,0.0114,0.0082,0.5094,0.1311
6.606,0.0114,0.0082,0.5094,0.1311
6.607,0.0114,0.0082,0.5094,0.1311
6.608,0.0114,0.0082,0.5094,0.1311
6.609,0.0114,0.0082,0.5094,0.1311
6.61,0.0114,0.0083,0.5094,0.1311
6.611,0.0114,0.0083,0.5094,0.1309
6.612,0.0114,0.0083,0.5094,0.1309
6.613,0.0113,0.0083,0.5094,0.1309
6.614,0.0113,0.0083,0.5094,0.1309
6.615,0.0113,0.0083,0.4826,0.1309
6.616,0.0113,0.0083,0.4826,0.1309
6.617,0.0113,0.0083,0.4826,0.1308
6.618,0.0113,0.0083,0.4821,0.1308
6.619,0.0113,0.0082,0.4821,0.1308
6.62,0.0113,0.0082,0.4821,0.1308
6.621,0.0113,0.0082,0.4821,0.1308
6.622,0.0113,0.0083,0.4821,0.1308
6.623,0.0113,0.0083,0.4821,0.1308
6.624,0.0113,0.0083,0.4821,0.1307
6.625,0.0113,0.0083,0.4821,0.1307
6.626,0.0113,0.0084,0.4821,0.1307
6.627,0.0113,0.0084,0.4821,0.1307
6.628,0.0113,0.0084,0.4821,0.1307
6.629,0.0113,0.0083,0.4821,0.1307
6.63,0.0113,0.0083,0.4816,0.1307
6.631,0.0113,0.0083,0.4816,0.1305
6.632,0.0113,0.0083,0.4816,0.1305
6.633,0.0113,0.0083,0.4816,0.1305
6.634,0.0113,0.0083,0.4816,0.1305
6.635,0.0113,0.0083,0.4816,0.1305
6.636,0.0113,0.0084,0.4816,0.1305
6.637,0.0113,0.0084,0.4816,0.1304
6.638,0.0113,0.0084,0.4816,0.1304
6.639,0.0112,0.0084,0.4816,0.1304
6.64,0.0112,0.0084,0.4816,0.1304
6.641,0.0112,0.0084,0.4816,0.1304
6.642,0.0112,0.0084,0.4811,0.1304
6.643,0.0112,0.0083,0.4811,0.1304
6.644,0.0112,0.0084,0.4811,0.1303
6.645,0.0112,0.0084,0.4811,0.1303
6.646,0.0112,0.0084,0.4811,0.1303
6.647,0.0112,0.0084,0.4811,0.1303
6.648,0.0112,0.0084,0.4811,0.1303
6.649,0.0112,0.0084,0.4811,0.1303
6.65,0.0112,0.0084,0.4811,0.1303
6.651,0.0112,0.0084,0.4811,0.1301
6.652,0.0112,0.0084,0.4811,0.1301
6.653,0.0112,0.0084,0.4811,0.1301
6.654,0.0112,0.0084,0.4805,0.1301
6.655,0.0112,0.0084,0.4805,0.1301
6.656,0.0111,0.0084,0.4805,0.1301
6.657,0.0111,0.0084,0.4805,0.1301
6.658,0.0111,0.0084,0.4805,0.13
6.659,0.0111,0.0084,0.4805,0.13
6.66,0.0111,0.0084,0.4805,0.13
6.661,0.0111,0.0084,0.4805,0.13
6.662,0.0111,0.0084,0.4805,0.13
6.663,0.0111,0.0085,0.4805,0.13
6.664,0.0111,0.0085,0.4805,0.1299
6.665,0.0111,0.0085,0.4805,0.1299
6.666,0.0111,0.0085,0.4805,0.1299
6.667,0.0111,0.0084,0.48,0.1299
6.668,0.0111,0.0084,0.48,0.1299
6.669,0.0111,0.0085,0.48,0.1299
6.67,0.0111,0.0085,0.48,0.1299
6.671,0.0111,0.0085,0.48,0.1317
6.672,0.0111,0.0085,0.48,0.1317
6.673,0.0111,0.0085,0.48,0.1317
6.674,0.011,0.0084,0.48,0.1317
6.675,0.011,0.0085,0.48,0.1317
6.676,0.011,0.0085,0.48,0.1317
6.677,0.011,0.0085,0.48,0.1317
6.678,0.011,0.0085,0.48,0.1316
6.679,0.011,0.0085,0.48,0.1316
6.68,0.011,0.0085,0.48,0.1316
6.681,0.011,0.0085,0.4795,0.1316
6.682,0.011,0.0085,0.4795,0.1316
6.683,0.011,0.0085,0.4795,0.1316
6.684,0.011,0.0085,0.4795,0.1315
6.685,0.011,0.0085,0.4795,0.1315
6.686,0.011,0.0085,0.4795,0.1315
6.687,0.011,0.0085,0.4795,0.1315
6.688,0.011,0.0085,0.4795,0.1315
6.689,0.011,0.0085,0.4795,0.1315
6.69,0.011,0.0085,0.4795,0.1315
6.691,0.011,0.0085,0.4845,0.1313
6.692,0.011,0.0085,0.4038,0.1313
6.693,0.011,0.0085,0.4033,0.1313
6.694,0.011,0.0085,0.4033,0.1313
6.695,0.011,0.0085,0.4209,0.1313
6.696,0.0111,0.0085,0.4204,0.1313
6.697,0.0111,0.0085,0.4204,0.1313
6.698,0.0111,0.0085,0.4395,0.1312
6.699,0.0111,0.0085,0.4391,0.1312
6.7,0.0111,0.0085,0.46,0.1312
6.701,0.0111,0.0085,0.4595,0.1312
6.702,0.0111,0.0085,0.4595,0.1312
6.703,0.0111,0.0085,0.4825,0.1312
6.704,0.0111,0.0085,0.482,0.1312
6.705,0.0111,0.0085,0.4832,0.1311
6.706,0.0111,0.0085,0.4832,0.1311
6.707,0.0111,0.0085,0.4832,0.1311
6.708,0.0111,0.0086,0.4832,0.1311
6.709,0.0111,0.0086,0.4832,0.1311
6.71,0.0111,0.0086,0.4832,0.1293
6.711,0.0111,0.0085,0.4832,0.1292
6.712,0.0111,0.0085,0.4832,0.1292
6.713,0.0112,0.0085,0.4826,0.1292
6.714,0.0112,0.0085,0.4826,0.1292
6.715,0.0112,0.0084,0.4826,0.1292
6.716,0.0112,0.0084,0.4826,0.1292
6.717,0.0112,0.0085,0.4826,0.1292
6.718,0.0112,0.0085,0.4826,0.1291
6.719,0.0112,0.0085,0.4826,0.1291
6.72,0.0112,0.0086,0.4826,0.1291
6.721,0.0112,0.0086,0.4826,0.1291
6.722,0.0112,0.0086,0.4826,0.1291
6.723,0.0112,0.0086,0.4826,0.1291
6.724,0.0112,0.0086,0.4826,0.1291
6.725,0.0112,0.0085,0.4826,0.1289
6.726,0.0112,0.0085,0.4826,0.1289
6.727,0.0112,0.0085,0.4821,0.1289
6.728,0.0112,0.0084,0.4821,0.1289
6.729,0.0112,0.0084,0.4821,0.1289
6.73,0.0113,0.0084,0.4821,0.1289
6.731,0.0113,0.0085,0.4821,0.1289
6.732,0.0113,0.0085,0.4821,0.1288
6.733,0.0113,0.0085,0.4821,0.1288
6.734,0.0113,0.0085,0.4821,0.1288
6.735,0.0113,0.0085,0.4821,0.1288
6.736,0.0113,0.0085,0.4821,0.1288
6.737,0.0113,0.0085,0.4821,0.1288
6.738,0.0113,0.0084,0.4821,0.1288
6.739,0.0113,0.0084,0.4816,0.1304
6.74,0.0113,0.0084,0.4816,0.1304
6.741,0.0113,0.0084,0.4816,0.1304
6.742,0.0113,0.0084,0.4816,0.1304
6.743,0.0113,0.0085,0.4816,0.1304
6.744,0.0113,0.0085,0.4816,0.1304
6.745,0.0113,0.0085,0.4816,0.1303
6.746,0.0113,0.0085,0.4816,0.1303
6.747,0.0113,0.0085,0.4816,0.1303
6.748,0.0113,0.0085,0.4816,0.1303
6.749,0.0113,0.0085,0.4816,0.1303
6.75,0.0113,0.0084,0.4816,0.1303
6.751,0.0113,0.0084,0.4811,0.1303
6.752,0.0113,0.0084,0.4811,0.1301
6.753,0.0113,0.0084,0.4811,0.1301
6.754,0.0113,0.0085,0.4811,0.1301
6.755,0.0113,0.0085,0.4811,0.1301
6.756,0.0114,0.0085,0.4811,0.1301
6.757,0.0114,0.0085,0.4811,0.1301
6.758,0.0114,0.0085,0.4811,0.1301
6.759,0.0114,0.0085,0.4811,0.13
6.76,0.0114,0.0085,0.4811,0.13
6.761,0.0114,0.0085,0.4811,0.13
6.762,0.0114,0.0085,0.4811,0.13
6.763,0.0114,0.0085,0.4805,0.13
6.764,0.0114,0.0084,0.4805,0.13
6.765,0.0114,0.0084,0.4805,0.13
6.766,0.0114,0.0085,0.4805,0.1299
6.767,0.0114,0.0085,0.4805,0.1299
6.768,0.0114,0.0085,0.4805,0.1299
6.769,0.0114,0.0085,0.4805,0.1299
6.77,0.0114,0.0085,0.4805,0.1299
6.771,0.0114,0.0086,0.4805,0.13
6.772,0.0114,0.0086,0.4805,0.13
6.773,0.0114,0.0085,0.4805,0.13
6.774,0.0114,0.0085,0.4805,0.13
6.775,0.0114,0.0085,0.4805,0.13
6.776,0.0114,0.0085,0.48,0.13
6.777,0.0114,0.0085,0.48,0.13
6.778,0.0114,0.0085,0.48,0.1299
6.779,0.0114,0.0085,0.48,0.1299
6.78,0.0114,0.0085,0.48,0.1299
6.781,0.0114,0.0085,0.48,0.1299
6.782,0.0114,0.0085,0.48,0.1299
6.783,0.0114,0.0086,0.48,0.1282
6.784,0.0114,0.0086,0.48,0.1282
6.785,0.0114,0.0086,0.48,0.1281
6.786,0.0114,0.0086,0.48,0.1281
6.787,0.0114,0.0086,0.48,0.1281
6.788,0.0114,0.0085,0.48,0.1281
6.789,0.0114,0.0085,0.48,0.1281
6.79,0.0114,0.0085,0.4795,0.1281
6.791,0.0114,0.0085,0.4795,0.1281
6.792,0.0114,0.0085,0.4795,0.1279
6.793,0.0114,0.0085,0.4795,0.1279
6.794,0.0114,0.0085,0.4845,0.1279
6.795,0.0114,0.0086,0.4845,0.1296
6.796,0.0114,0.0086,0.484,0.1296
6.797,0.0114,0.0086,0.484,0.1296
6.798,0.0114,0.0086,0.484,0.1296
6.799,0.0114,0.0086,0.4835,0.1295
6.8,0.0114,0.0086,0.4605,0.1295
6.801,0.0114,0.0086,0.4605,0.1295
6.802,0.0113,0.0086,0.46,0.1295
6.803,0.0113,0.0086,0.46,0.1295
6.804,0.0113,0.0086,0.4595,0.1295
6.805,0.0113,0.0085,0.4595,0.1295
6.806,0.0113,0.0085,0.4595,0.1293
6.807,0.0113,0.0086,0.4382,0.1293
6.808,0.0113,0.0086,0.4382,0.1293
6.809,0.0113,0.0086,0.4371,0.1293
6.81,0.0113,0.0086,0.4371,0.1293
6.811,0.0113,0.0086,0.4371,0.1293
6.812,0.0113,0.0086,0.459,0.1292
6.813,0.0113,0.0086,0.459,0.1292
6.814,0.0113,0.0086,0.459,0.1292
6.815,0.0113,0.0086,0.4371,0.1292
6.816,0.0113,0.0086,0.459,0.1292
6.817,0.0113,0.0086,0.459,0.1292
6.818,0.0113,0.0086,0.459,0.1292
6.819,0.0113,0.0086,0.459,0.1291
6.82,0.0113,0.0086,0.459,0.1291
6.821,0.0113,0.0086,0.4832,0.1291
6.822,0.0113,0.0086,0.4826,0.1291
6.823,0.0113,0.0086,0.4585,0.1291
6.824,0.0113,0.0086,0.4585,0.1291
6.825,0.0113,0.0087,0.4585,0.1291
6.826,0.0113,0.0087,0.4585,0.1289
6.827,0.0113,0.0087,0.4826,0.1289
6.828,0.0113,0.0087,0.4826,0.1289
6.829,0.0112,0.0087,0.4826,0.1289
6.83,0.0112,0.0087,0.4826,0.1289
6.831,0.0112,0.0086,0.4826,0.1289
6.832,0.0112,0.0086,0.4826,0.1289
6.833,0.0112,0.0086,0.4585,0.1288
6.834,0.0112,0.0086,0.4826,0.1288
6.835,0.0112,0.0086,0.4821,0.1288
6.836,0.0112,0.0086,0.4821,0.1288
6.837,0.0112,0.0087,0.4821,0.1288
6.838,0.0112,0.0087,0.4821,0.1288
6.839,0.0112,0.0087,0.4821,0.1288
6.84,0.0112,0.0087,0.4821,0.1287
6.841,0.0112,0.0087,0.4821,0.1287
6.842,0.0112,0.0087,0.4821,0.1287
6.843,0.0112,0.0087,0.4821,0.1287
6.844,0.0112,0.0087,0.4821,0.1287
6.845,0.0112,0.0087,0.4821,0.1287
6.846,0.0112,0.0086,0.4821,0.1287
6.847,0.0111,0.0086,0.4821,0.1286
6.848,0.0111,0.0087,0.4816,0.1286
6.849,0.0111,0.0087,0.4816,0.1286
6.85,0.0111,0.0087,0.4816,0.1286
6.851,0.0111,0.0088,0.4816,0.1286
6.852,0.0111,0.0088,0.4816,0.1286
6.853,0.0111,0.0088,0.4816,0.1286
6.854,0.0111,0.0088,0.4816,0.1284
6.855,0.0111,0.0088,0.4816,0.1284
6.856,0.0111,0.0088,0.4816,0.1284
6.857,0.0111,0.0087,0.4816,0.1284
6.858,0.0111,0.0087,0.4816,0.1268
6.859,0.0111,0.0087,0.4816,0.1268
6.86,0.0111,0.0086,0.4811,0.1284
6.861,0.0111,0.0087,0.4811,0.1283
6.862,0.0111,0.0087,0.4811,0.1283
6.863,0.0111,0.0088,0.4811,0.1283
6.864,0.0111,0.0088,0.4811,0.1283
6.865,0.011,0.0088,0.4811,0.1283
6.866,0.011,0.0088,0.4811,0.1283
6.867,0.011,0.0088,0.4811,0.1283
6.868,0.011,0.0088,0.4811,0.1282
6.869,0.011,0.0088,0.4811,0.1282
6.87,0.011,0.0088,0.4811,0.1282
6.871,0.011,0.0087,0.4811,0.1282
6.872,0.011,0.0087,0.4805,0.1283
6.873,0.011,0.0087,0.4805,0.1283
6.874,0.011,0.0087,0.4805,0.1283
6.875,0.011,0.0088,0.4805,0.1283
6.876,0.011,0.0088,0.4805,0.1283
6.877,0.011,0.0088,0.4805,0.1283
6.878,0.011,0.0088,0.4805,0.1283
